sentence,label,target_position,target_word,pos_tag,gloss,eg_sent
Brown 's chapter on geodemographics discusses an application field where primary data collected for operational purposes are typically evaluated in relation to secondary data derived from sources such as the Census of Population .,1,5,discuss,verb,Talk about (something) with a person or people.,I discussed the matter with my wife
Questions relating to data integration emerge as being particularly critical in terms of environmental monitoring and settlement and infrastructure applications .,0,1,relate,verb,Make or show a connection between.,the study examines social change within the city and relates it to developments in the country as a whole
"We 've spent twenty-four hours together and in that time I 've been bitten by bugs in a hooker 's bed , tied up a guy with no legs and stolen his wheelchair , stayed cooped up in a train for twelve hours with an attractive man and behaved like a virgin .",0,22,tie,verb,Attach or fasten with string or similar cord.,they tied Max to a chair
"A food co-op which tried to replace the burned-out shops has been closed after several break-ins , and even the drop-in centre is burgled weekly , according to project worker Sheila Auld .",0,12,close,verb,Move so as to cover an opening.,she jumped on to the train just as the doors were closing
"Responding to the Handsworth events Douglas Hurd was moved to argue forcibly that such events were senseless and reflected more on those who participated in them than on the society in which they took place : The sound which law abiding people in Handsworth heard on Monday night , the echoes of which I picked up on Tuesday , was not a cry for help but a cry for loot ( Financial Times , 13 September 1985 ) .",1,18,reflect,verb,"(of a surface or body) throw back (heat, light, or sound) without absorbing it.",when the sun's rays hit the Earth a lot of the heat is reflected back into space
It had happened three times now .,0,2,happen,verb,Take place; occur.,two hours had passed and still nothing had happened
"The review team , set up under the auspices of the Social Services Committee , included councillors , senior departmental management and representatives of the children 's day centre organisers and under-fives social workers in its membership .",1,4,set,verb,"Put, lay, or stand (something) in a specified place or position.",Delaney set the mug of tea down
"A wise man built his house upon the rock , a wise man built his house upon the rock , the wise man built his house upon the rock and the rain came tumbling down , and the rain came down and the flood came up and the rain came down and the flood came up",0,32,come,verb,Move or travel towards or into a place thought of as near or familiar to the speaker.,Jessica came into the kitchen
One of the examples of work in progress discusses research that has been carried out for the European Commission as part of the CORINE Project .,1,8,discuss,verb,Talk about (something) with a person or people.,I discussed the matter with my wife
"She laughed at him and said gravely that she would be happy to indulge him , and he went away , grinning .",0,13,indulge,verb,Allow oneself to enjoy the pleasure of.,we indulged in a cream tea
"The boy , unlike the dog , knew that the mud did not go on for ever ; beyond the bridge , the disused railway embankment along which they were walking became built up , so that water ran off it .",0,31,become,verb,Begin to be.,she became angry and sulked all day
"But she looked briefly down , dazzled by the flowing skin of worked and delicate colour ; the blue and rose tourbillons of the mistral on the sea , the prismatically sliced frosty nimbus round the mysterious squat stacks .",0,34,round,verb,Pass and go round (something) so as to move on in a changed direction.,the ship rounded the cape and sailed north
"Many people might think that a person who causes death whilst using an unlawfully held firearm or explosives ought to be convicted of murder because there is , generally speaking , no excuse for using such dangerous equipment .",0,21,convict,verb,Declare (someone) to be guilty of a criminal offence by the verdict of a jury or the decision of a judge in a court of law.,the thieves were convicted of the robbery
"So they should , and when the list of necessities is securely written down , you can ask the second question : How do I want this garden to feel ?",0,12,write,verb,"Mark (letters, words, or other symbols) on a surface, typically paper, with a pen, pencil, or similar implement.",he wrote his name on the paper
